flow_duration_ms,protocol_type,service,src_bytes,dst_bytes,packet_count,byte_rate,packet_rate,syn_count,ack_count,fin_count,rst_count,failed_logins,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_serror_rate,dst_host_rerror_rate,attack_category,is_intrusion
71,UDP,HTTPS,238,7199,13,104599.16,182.84,1,13,1,0,0,0.939,0.031,36,93,0.029,0.038,Benign,0
61,ICMP,DNS,31272,38,387,512438.63,6333.88,335,0,0,60,0,0.899,0.07,199,191,0.975,0.198,DoS_DDoS,1
3898,TCP,TELNET,700,250,17,243.71,4.36,2,15,1,1,6,0.941,0.058,36,26,0.062,0.294,BruteForce,1
1296,TCP,HTTPS,1112,30122,24,24098.45,18.52,1,24,1,0,0,0.753,0.082,41,58,0.003,0.021,Benign,0
985,UDP,HTTP,7119,7517,61,14857.37,61.92,1,61,1,0,0,0.953,0.127,43,50,0.03,0.04,Benign,0
2336,TCP,HTTP,10802,1344,14,5199.26,5.99,1,14,1,0,0,0.919,0.072,44,60,0.016,0.009,Benign,0
2146,TCP,HTTPS,2861,22284,14,11716.6,6.52,1,14,1,0,0,0.933,0.124,20,61,0.032,0.017,Benign,0
444,TCP,DNS,234,1019,57,2821.44,128.35,1,57,1,0,0,0.904,0.079,8,65,0.027,0.029,Benign,0
158,TCP,DNS,4317,304,143,29228.34,904.49,115,8,0,22,0,0.889,0.04,227,244,0.946,0.164,DoS_DDoS,1
519,TCP,DNS,38930,41,276,75074.17,531.69,212,8,0,79,0,0.969,0.016,201,251,0.766,0.059,DoS_DDoS,1
987,UDP,HTTPS,3790,23950,6,28102.52,6.08,1,6,1,0,0,0.839,0.006,45,72,0.042,0.01,Benign,0
673,TCP,HTTPS,660,207,45,1288.07,66.85,2,45,2,0,0,0.757,0.147,8,9,0.011,0.027,Benign,0
510,TCP,HTTP,232,4809,36,9882.38,70.57,1,36,2,0,0,0.965,0.056,45,75,0.003,0.019,Benign,0
501,TCP,HTTP,4191,51,213,8465.38,425.06,165,8,0,82,0,0.945,0.024,196,152,0.983,0.071,DoS_DDoS,1
1328,TCP,DNS,386,12442,27,9658.91,20.33,1,27,1,0,0,0.863,0.013,15,44,0.049,0.026,Benign,0
1,TCP,HTTP,75,57,2,120000.0,1818.18,2,0,0,1,0,0.128,0.746,216,5,0.745,0.671,PortScan,1
2776,TCP,HTTP,24115,60359,9,30429.02,3.24,2,9,2,0,0,0.82,0.041,39,59,0.024,0.021,Benign,0
7,TCP,HTTP,22721,78,419,3211126.76,59014.08,337,31,0,63,0,0.955,0.023,243,254,0.8,0.024,DoS_DDoS,1
5185,TCP,DNS,1783,20568,24,4310.62,4.63,1,23,1,0,0,0.725,0.176,45,20,0.055,0.019,Botnet_C2,1
802,TCP,SMTP,1055,7132,7,10206.96,8.73,2,7,1,0,0,0.927,0.052,47,58,0.048,0.005,Benign,0
986,TCP,HTTP,767,887,10,1677.31,10.14,1,10,1,0,0,0.989,0.089,14,30,0.03,0.009,Benign,0
214,UDP,HTTPS,11181,487,28,54497.9,130.78,1,28,2,0,0,0.929,0.05,45,64,0.049,0.013,Benign,0
103,TCP,HTTP,29185,46,148,283520.85,1435.5,122,10,0,56,0,0.926,0.028,186,203,0.89,0.189,DoS_DDoS,1
263,ICMP,HTTP,41242,41,438,156909.92,1664.77,360,2,0,95,0,0.903,0.052,235,231,0.711,0.155,DoS_DDoS,1
6485,TCP,SSH,1155,1084,16,345.25,2.47,1,16,1,0,0,0.874,0.115,40,45,0.013,0.031,Benign,0
1939,TCP,HTTPS,8595,1822,14,5372.08,7.22,1,14,1,0,0,0.777,0.014,23,98,0.032,0.004,Benign,0
675,TCP,DNS,1636,4520,88,9118.65,130.35,1,88,2,0,0,0.996,0.098,11,61,0.044,0.028,Benign,0
515,UDP,HTTP,131,50236,9,97781.01,17.47,1,9,1,0,0,0.781,0.053,41,68,0.006,0.033,Benign,0
466,TCP,HTTP,384,26424,19,57515.55,40.76,1,19,1,0,0,0.976,0.096,46,91,0.046,0.003,Benign,0
3688,UDP,HTTPS,6043,28054,18,9245.14,4.88,1,18,1,0,0,0.852,0.044,34,85,0.043,0.035,Benign,0
10,TCP,OTHER,52,0,2,5148.51,198.02,2,0,0,0,0,0.081,0.957,240,14,0.806,0.618,PortScan,1
2625,UDP,HTTP,2649,948,11,1370.23,4.19,1,11,1,0,0,0.874,0.019,38,66,0.006,0.038,Benign,0
138,UDP,HTTP,32976,4,958,238812.45,6937.0,905,73,0,187,0,0.98,0.072,237,225,0.723,0.039,DoS_DDoS,1
54,TCP,DNS,4527,94,1923,85415.9,35545.29,1605,90,0,765,0,0.853,0.027,180,229,0.893,0.108,DoS_DDoS,1
56,UDP,HTTPS,2397,56,125,43725.49,2228.16,87,10,0,47,0,0.917,0.043,200,157,0.733,0.14,DoS_DDoS,1
12049,TCP,SSH,1113,2119,17,268.24,1.41,2,15,1,3,14,0.868,0.075,60,32,0.026,0.458,BruteForce,1
1101,UDP,HTTPS,823,6223,18,6399.06,16.35,1,18,1,0,0,0.871,0.039,33,89,0.0,0.039,Benign,0
90,UDP,DNS,2280,660,34,32630.41,377.36,1,34,2,0,0,0.851,0.044,22,55,0.027,0.005,Benign,0
33,TCP,FTP,43,39,3,2477.34,90.63,3,0,0,1,0,0.072,0.918,214,14,0.58,0.688,PortScan,1
140,UDP,HTTP,30964,39,623,221291.93,4446.82,518,36,0,109,0,0.991,0.049,226,168,0.977,0.169,DoS_DDoS,1
3282,TCP,HTTP,881,2504,10,1031.35,3.05,1,10,1,0,0,0.927,0.036,8,78,0.032,0.038,Benign,0
74,UDP,HTTPS,4748,122,458,65722.0,6180.84,321,32,0,103,0,0.958,0.041,191,173,0.995,0.017,DoS_DDoS,1
2685,TCP,DNS,314,36737,10,13798.74,3.72,1,10,1,0,0,0.922,0.063,2,27,0.002,0.038,Benign,0
178,UDP,HTTPS,3034,14905,159,100724.31,892.76,2,159,2,0,0,0.953,0.03,42,57,0.034,0.016,Benign,0
628,TCP,DNS,10632,689,22,18024.2,35.03,1,22,1,0,0,0.781,0.02,15,23,0.007,0.035,Benign,0
63,UDP,SMTP,3399,305,19,58700.48,301.11,1,19,2,1,0,0.976,0.03,41,62,0.041,0.023,Benign,0
4260,TCP,DNS,257,45693,10,10786.13,2.35,1,9,1,0,0,0.687,0.179,8,3,0.053,0.034,Botnet_C2,1
88,TCP,HTTP,21804,22,921,247741.2,10454.03,842,14,0,342,0,0.994,0.073,191,161,0.766,0.183,DoS_DDoS,1
1698,TCP,HTTPS,578,949,9,899.24,5.3,1,9,1,0,0,0.754,0.138,46,92,0.003,0.03,Benign,0
744,TCP,HTTP,6629,689,6,9834.7,8.06,1,6,1,0,0,0.88,0.108,10,43,0.022,0.001,Benign,0
307,TCP,DNS,634,4949,18,18179.75,58.61,1,18,1,0,0,0.86,0.026,26,90,0.041,0.018,Benign,0
2609,TCP,HTTPS,1287,490,18,681.08,6.9,1,18,1,0,0,0.805,0.095,11,73,0.038,0.016,Benign,0
17,TCP,OTHER,66,35,3,5906.43,175.44,3,0,0,1,0,0.045,0.732,225,2,0.545,0.376,PortScan,1
403,TCP,HTTP,21137,7894,14,72019.35,34.73,1,14,1,1,0,0.924,0.049,21,59,0.042,0.035,Benign,0
4610,TCP,HTTPS,403,7490,19,1712.11,4.12,1,18,1,0,0,0.812,0.216,7,6,0.101,0.059,Botnet_C2,1
1233,TCP,HTTP,2470,14467,29,13735.3,23.52,1,29,2,0,0,0.986,0.112,6,67,0.002,0.026,Benign,0
71,TCP,HTTPS,7072,2471,9,134219.41,126.58,1,9,1,0,0,0.893,0.028,42,77,0.017,0.029,Benign,0
124,TCP,HTTP,2231,16286,52,149210.31,419.02,1,52,1,0,0,0.816,0.073,12,16,0.041,0.01,Benign,0
45,TCP,HTTPS,11714,1680,21,296984.48,465.63,1,21,1,0,0,0.834,0.059,46,46,0.027,0.039,Benign,0
581,TCP,HTTPS,870,19398,151,34878.68,259.85,1,151,1,0,0,0.904,0.099,33,74,0.033,0.03,Benign,0
520,UDP,DNS,22827,2327,17,48363.78,32.69,1,17,2,0,0,0.885,0.103,16,39,0.047,0.038,Benign,0
402,TCP,HTTPS,831,54767,12,138269.09,29.84,1,12,1,0,0,0.816,0.145,30,32,0.018,0.019,Benign,0
450,TCP,HTTPS,4379,5413,49,21755.17,108.86,2,49,2,0,0,0.821,0.015,31,44,0.033,0.005,Benign,0
29,TCP,HTTP,10048,44,2679,346804.12,92061.86,2409,120,0,448,0,0.914,0.039,242,205,0.931,0.019,DoS_DDoS,1
701,UDP,HTTP,20913,25,1743,29864.5,2486.09,1551,160,0,233,0,0.987,0.029,220,228,0.734,0.177,DoS_DDoS,1
14,UDP,HTTPS,542,739,52,90851.06,3687.94,1,52,1,0,0,0.944,0.14,14,90,0.006,0.003,Benign,0
15,TCP,FTP,56,0,2,3708.61,132.45,2,0,0,0,0,0.027,0.998,213,7,0.753,0.482,PortScan,1
39,TCP,OTHER,55,50,1,2685.42,25.58,1,0,0,1,0,0.151,0.92,229,2,0.627,0.766,PortScan,1
1777,TCP,DNS,1241,244,27,835.63,15.19,1,27,2,0,0,0.882,0.017,44,76,0.045,0.004,Benign,0
2990,UDP,HTTPS,1765,3524,18,1768.84,6.02,1,18,1,0,0,0.985,0.099,41,44,0.009,0.017,Benign,0
1329,UDP,HTTP,1336,13467,16,11137.61,12.04,1,16,1,0,0,0.838,0.057,35,64,0.01,0.01,Benign,0
1036,TCP,HTTP,27110,3289,9,29339.83,8.69,1,9,2,0,0,0.868,0.141,28,29,0.048,0.024,Benign,0
309,TCP,HTTPS,2836,653,16,11287.61,51.76,1,16,1,1,0,0.854,0.127,37,40,0.037,0.031,Benign,0
1485,TCP,SSH,1773,7502,22,6245.37,14.81,1,22,1,0,0,0.807,0.016,8,85,0.015,0.016,Benign,0
192,TCP,HTTPS,13525,78,3160,70812.08,16449.77,2607,225,0,453,0,0.952,0.074,215,168,0.714,0.101,DoS_DDoS,1
1600,TCP,HTTPS,24296,29314,25,33504.16,15.62,1,25,1,0,0,0.77,0.085,14,31,0.009,0.035,Benign,0
674,TCP,HTTPS,3787,4749,17,12662.81,25.22,1,17,1,0,0,0.795,0.092,20,79,0.039,0.025,Benign,0
59,TCP,HTTPS,1747,5872,30,128917.09,507.61,1,30,1,0,0,0.861,0.125,18,80,0.033,0.031,Benign,0
2571,TCP,HTTP,2633,1310,11,1533.58,4.28,1,11,1,0,0,0.811,0.04,15,42,0.029,0.039,Benign,0
2753,TCP,HTTP,5117,11080,12,5883.19,4.36,1,12,1,0,0,0.846,0.098,38,88,0.034,0.014,Benign,0
780,TCP,HTTP,3595,27,241,4642.99,308.93,219,3,0,96,0,0.961,0.077,199,227,0.715,0.012,DoS_DDoS,1
1848,TCP,HTTP,617,2725,34,1808.34,18.4,1,34,1,0,0,0.833,0.044,46,85,0.016,0.004,Benign,0
1270,TCP,SSH,1145,2210,15,2641.52,11.81,1,15,1,0,0,0.796,0.147,31,53,0.033,0.001,Benign,0
557,UDP,SMTP,15427,2733,40,32597.38,71.8,1,40,1,0,0,0.805,0.131,37,75,0.039,0.025,Benign,0
1052,UDP,HTTPS,446,5049,8,5222.89,7.6,1,8,1,0,0,0.827,0.123,42,94,0.021,0.018,Benign,0
51,TCP,DNS,35622,21,248,697514.68,4853.23,180,2,0,77,0,0.869,0.035,238,248,0.977,0.175,DoS_DDoS,1
1739,UDP,DNS,1357,1319,36,1538.73,20.7,1,36,1,0,0,0.939,0.049,5,81,0.043,0.032,Benign,0
7186,TCP,FTP,760,578,30,186.19,4.17,4,26,1,2,11,0.965,0.019,62,27,0.046,0.53,BruteForce,1
62,UDP,SSH,306,4488,8,77198.07,128.82,1,8,1,1,0,0.782,0.067,26,38,0.012,0.006,Benign,0
4542,TCP,DNS,397,1573,17,433.72,3.74,1,16,1,0,0,0.507,0.296,47,24,0.031,0.093,Botnet_C2,1
337,TCP,HTTPS,1174,2456,24,10768.32,71.2,1,24,1,0,0,0.803,0.106,34,64,0.038,0.03,Benign,0
186,TCP,HTTP,505,2183,82,14443.85,440.62,1,82,1,0,0,0.863,0.036,20,32,0.037,0.036,Benign,0
5037,TCP,IRC,571,9301,9,1959.86,1.79,1,8,1,0,0,0.635,0.202,10,9,0.025,0.017,Botnet_C2,1
54,TCP,DNS,981,539549,10,9991312.38,184.84,1,10,1,0,0,0.751,0.04,46,74,0.046,0.005,Benign,0
1123,UDP,DNS,535,17523,10,16078.71,8.9,1,10,1,0,0,0.847,0.15,28,90,0.039,0.006,Benign,0
7933,TCP,FTP,671,960,30,205.59,3.78,2,28,1,3,3,0.87,0.081,72,35,0.074,0.222,BruteForce,1
82,UDP,HTTP,29067,320,2615,357941.53,31851.4,2276,214,0,992,0,0.957,0.032,188,244,0.838,0.196,DoS_DDoS,1
376,UDP,HTTP,15508,40,199,41340.07,529.11,143,4,0,74,0,0.952,0.019,180,151,0.929,0.157,DoS_DDoS,1
1692,TCP,FTP,715,202,24,541.93,14.18,5,19,1,3,9,0.887,0.098,54,16,0.146,0.558,BruteForce,1
1790,TCP,HTTP,107,665,114,431.26,63.68,1,114,1,0,0,0.802,0.15,11,86,0.028,0.022,Benign,0
357,UDP,DNS,1217,15673,6,47297.68,16.8,1,6,1,0,0,0.991,0.018,4,5,0.017,0.008,Benign,0
344,TCP,HTTPS,723,34290,25,101752.4,72.65,1,25,1,0,0,0.882,0.09,3,32,0.041,0.01,Benign,0
6362,TCP,SSH,1078,771,16,290.63,2.51,2,14,1,2,13,0.944,0.041,60,28,0.181,0.453,BruteForce,1
508,UDP,HTTPS,2415,4508,14,13625.27,27.55,1,14,1,0,0,0.883,0.015,7,75,0.039,0.004,Benign,0
3055,TCP,HTTP,1318,4086,34,1768.85,11.13,2,34,1,0,0,0.896,0.146,18,21,0.042,0.028,Benign,0
3430,TCP,FTP,555,671,46,357.42,13.41,2,44,1,3,12,0.87,0.072,20,20,0.248,0.505,BruteForce,1
174,TCP,HTTPS,16665,140,951,96524.99,5462.38,834,74,0,364,0,0.879,0.053,253,225,0.795,0.029,DoS_DDoS,1
4838,TCP,HTTPS,270,15094,22,3175.63,4.55,1,21,1,0,0,0.764,0.247,11,21,0.085,0.056,Botnet_C2,1
2455,TCP,FTP,988,1152,54,871.65,22.0,4,50,1,1,5,0.92,0.015,44,20,0.217,0.556,BruteForce,1
5148,TCP,HTTPS,316,3569,14,754.65,2.72,1,13,1,0,0,0.459,0.167,10,12,0.066,0.026,Botnet_C2,1
4695,TCP,IRC,351,6871,11,1538.2,2.34,1,10,1,0,0,0.849,0.328,27,27,0.119,0.088,Botnet_C2,1
2442,TCP,SMTP,2166,114295,34,47688.87,13.92,1,34,1,0,0,0.876,0.097,24,61,0.014,0.006,Benign,0
316,TCP,DNS,39102,14,5337,123745.65,16883.9,5025,436,0,1115,0,0.94,0.004,192,163,0.883,0.143,DoS_DDoS,1
2,TCP,SSH,84,0,2,40000.0,952.38,2,0,0,0,0,0.007,0.983,210,11,0.573,0.737,PortScan,1
685,UDP,HTTP,28733,9907,17,56400.53,24.81,1,17,1,0,0,0.795,0.047,6,43,0.047,0.015,Benign,0
2469,UDP,HTTPS,346,620,31,391.24,12.56,1,31,1,0,0,0.982,0.011,20,45,0.027,0.015,Benign,0
87,TCP,HTTP,2697,41,329,31435.13,3777.27,305,2,0,129,0,0.977,0.016,204,215,0.727,0.032,DoS_DDoS,1
136,UDP,HTTPS,10612,60,268,78412.93,1969.14,254,12,0,88,0,0.972,0.052,241,161,0.706,0.164,DoS_DDoS,1
807,TCP,DNS,1445,2796,3,5254.62,3.72,1,3,1,0,0,0.959,0.005,4,33,0.048,0.019,Benign,0
1137,TCP,HTTPS,8379,1451,28,8644.8,24.62,1,28,1,0,0,0.84,0.016,32,59,0.04,0.02,Benign,0
1540,UDP,HTTPS,2130,26122,50,18344.26,32.47,2,50,1,0,0,0.838,0.059,4,75,0.004,0.028,Benign,0
13,TCP,DNS,6160,41,132,473358.78,10076.34,95,13,0,52,0,0.928,0.045,209,194,0.961,0.164,DoS_DDoS,1
3688,UDP,HTTPS,4166,1351,27,1495.89,7.32,1,27,1,0,0,0.981,0.078,1,46,0.018,0.0,Benign,0
672,TCP,HTTP,4020,432,17,6624.01,25.29,1,17,1,0,0,0.826,0.027,44,75,0.036,0.008,Benign,0
942,TCP,HTTPS,4130,607,11,5028.13,11.68,2,11,1,0,0,0.876,0.07,2,94,0.002,0.027,Benign,0
96,TCP,DNS,8655,27323,99,374380.85,1030.18,2,99,1,1,0,0.862,0.079,18,20,0.028,0.013,Benign,0
58,TCP,HTTP,1678,454,19,36695.35,327.02,1,19,1,0,0,0.888,0.004,15,30,0.038,0.038,Benign,0
507,TCP,HTTP,11731,76,991,23283.38,1954.25,808,22,0,137,0,0.871,0.064,234,243,0.908,0.108,DoS_DDoS,1
572,TCP,HTTPS,2117,5134,15,12674.36,26.22,1,15,1,0,0,0.948,0.019,16,27,0.006,0.034,Benign,0
211,TCP,HTTPS,1207,11686,10,61075.32,47.37,1,10,2,1,0,0.86,0.097,27,90,0.003,0.032,Benign,0
1376,UDP,HTTPS,632,38195,33,28215.25,23.98,1,33,1,0,0,0.777,0.065,31,62,0.002,0.013,Benign,0
144,TCP,HTTP,718,7088,26,54170.71,180.43,1,26,2,0,0,0.861,0.017,13,41,0.05,0.036,Benign,0
62,UDP,DNS,14830,5,6016,238888.89,96876.01,4374,457,0,1538,0,0.988,0.067,220,170,0.837,0.025,DoS_DDoS,1
1965,ICMP,HTTP,238,578,88,415.25,44.78,1,88,1,0,0,0.885,0.144,2,74,0.008,0.019,Benign,0
2,TCP,HTTP,119,0,1,56666.67,476.19,1,0,0,0,0,0.096,0.909,253,13,0.745,0.489,PortScan,1
42,TCP,FTP,119,0,2,2826.6,47.51,2,0,0,0,0,0.059,0.889,229,11,0.736,0.436,PortScan,1
3252,UDP,HTTPS,3794,767702,48,237230.1,14.76,2,48,1,0,0,0.829,0.055,22,93,0.048,0.031,Benign,0
1617,TCP,HTTP,2692,5153,12,4851.28,7.42,1,12,1,1,0,0.88,0.027,40,48,0.002,0.039,Benign,0
100,TCP,HTTPS,116438,32,2032,1163536.46,20299.7,1825,77,0,392,0,0.87,0.019,186,178,0.903,0.026,DoS_DDoS,1
1090,TCP,HTTPS,2689,15133,34,16348.96,31.19,2,34,1,0,0,0.78,0.08,28,97,0.014,0.025,Benign,0
23,TCP,SSH,76,0,2,3290.04,86.58,2,0,0,0,0,0.132,0.798,213,8,0.542,0.541,PortScan,1
97,TCP,HTTP,7729,207,464,81730.18,4778.58,426,40,0,80,0,0.868,0.077,185,195,0.765,0.036,DoS_DDoS,1
2410,UDP,HTTPS,899,3139,19,1675.45,7.88,1,19,1,0,0,0.773,0.031,40,47,0.048,0.01,Benign,0
691,TCP,HTTP,650,3358,23,5799.45,33.28,1,23,1,0,0,0.77,0.094,36,74,0.009,0.003,Benign,0
303,TCP,SSH,2094,1346,64,11349.39,211.15,1,64,1,0,0,0.804,0.03,18,44,0.036,0.029,Benign,0
103,UDP,HTTPS,4860,66,108,47778.86,1047.53,99,9,0,30,0,0.929,0.018,188,156,0.956,0.061,DoS_DDoS,1
184,UDP,HTTP,890,24976,16,140499.73,86.91,1,16,2,0,0,0.937,0.041,1,3,0.035,0.034,Benign,0
1102,TCP,HTTPS,1339,339,5,1522.55,4.54,1,5,1,0,0,0.811,0.063,46,70,0.044,0.01,Benign,0
38,TCP,OTHER,54,0,1,1417.32,26.25,1,0,0,0,0,0.13,0.748,230,13,0.59,0.68,PortScan,1
77,TCP,HTTP,4628,50,325,60674.45,4215.3,250,11,0,124,0,0.959,0.053,197,206,0.867,0.103,DoS_DDoS,1
3772,TCP,HTTPS,690,34482,11,9324.25,2.92,1,11,1,0,0,0.794,0.015,30,37,0.013,0.001,Benign,0
556,TCP,HTTPS,44753,1677,13,83492.18,23.38,1,13,1,0,0,0.793,0.065,31,79,0.008,0.028,Benign,0
632,TCP,DNS,1222,4838,83,9587.09,131.31,1,83,1,0,0,0.76,0.072,47,86,0.048,0.003,Benign,0
834,TCP,HTTPS,9491,9442,15,22698.72,17.98,1,15,1,0,0,0.894,0.111,25,67,0.0,0.013,Benign,0
7,TCP,HTTPS,503,9,170,72112.68,23943.66,127,11,0,21,0,0.896,0.066,234,235,0.84,0.134,DoS_DDoS,1
1425,UDP,HTTP,20373,7671,18,19678.62,12.63,1,18,1,1,0,0.781,0.014,36,77,0.043,0.023,Benign,0
1615,TCP,SSH,210,82140,38,50987.55,23.53,1,38,1,0,0,0.873,0.095,27,95,0.007,0.024,Benign,0
30,UDP,DNS,5130,7,514,170664.45,17076.41,414,0,0,162,0,0.88,0.029,187,246,0.72,0.073,DoS_DDoS,1
748,TCP,FTP,868,1919,27,3725.44,36.09,4,23,1,2,9,0.835,0.081,62,38,0.042,0.6,BruteForce,1
2576,TCP,HTTPS,1849,5214,123,2741.74,47.75,1,123,1,1,0,0.779,0.052,44,83,0.036,0.001,Benign,0
8351,TCP,SSH,791,1106,55,227.16,6.59,2,53,1,1,8,0.886,0.076,26,10,0.02,0.523,BruteForce,1
85,TCP,HTTPS,369,2069,63,28648.65,740.31,2,63,1,0,0,0.843,0.03,25,98,0.025,0.014,Benign,0
992,TCP,SSH,679,415,54,1102.71,54.43,4,50,1,2,10,0.989,0.079,59,21,0.163,0.419,BruteForce,1
307,TCP,HTTPS,20019,43,1811,65327.25,5897.1,1491,58,0,261,0,0.882,0.011,209,251,0.751,0.081,DoS_DDoS,1
430,TCP,HTTP,9665,24,601,22527.32,1397.35,445,19,0,159,0,0.956,0.025,211,178,0.928,0.165,DoS_DDoS,1
660,UDP,DNS,1185,320,15,2279.96,22.72,1,15,1,0,0,0.858,0.014,46,59,0.001,0.026,Benign,0
130,TCP,HTTP,3845,4061,27,60768.64,207.53,1,27,1,0,0,0.875,0.146,8,86,0.045,0.028,Benign,0
2441,TCP,HTTPS,1603,339624,16,139784.11,6.55,2,16,1,0,0,0.955,0.069,46,65,0.045,0.036,Benign,0
20,TCP,OTHER,66,54,3,5970.15,149.25,3,0,0,1,0,0.04,0.721,220,13,0.574,0.372,PortScan,1
183,TCP,HTTP,930,186809,26,1025335.88,142.0,1,26,1,0,0,0.855,0.133,20,28,0.009,0.004,Benign,0
4459,TCP,SSH,1206,559,46,395.82,10.32,3,43,1,1,5,0.898,0.033,79,16,0.106,0.258,BruteForce,1
2622,TCP,SSH,1309,635,25,741.39,9.53,3,22,1,3,12,0.979,0.005,75,14,0.186,0.268,BruteForce,1
365,TCP,HTTPS,1178,332,44,4135.85,120.51,2,44,2,0,0,0.926,0.099,1,28,0.01,0.029,Benign,0
37,ICMP,HTTPS,13734,342,63,379407.01,1698.11,59,4,0,16,0,0.915,0.073,221,250,0.857,0.105,DoS_DDoS,1
54,TCP,HTTPS,424,2386,43,51940.85,794.82,2,43,1,0,0,0.991,0.128,14,46,0.034,0.037,Benign,0
577,TCP,HTTPS,7212,5208,11,21521.4,19.06,1,11,1,0,0,0.803,0.01,26,28,0.041,0.023,Benign,0
1231,UDP,HTTPS,3299,1621,20,3996.43,16.25,1,20,1,0,0,0.885,0.101,40,63,0.016,0.016,Benign,0
20,TCP,SSH,71,0,3,3532.34,149.25,3,0,0,0,0,0.114,0.848,216,8,0.681,0.553,PortScan,1
1276,TCP,HTTPS,1935,920,14,2237.29,10.97,1,14,1,0,0,0.755,0.146,27,57,0.028,0.011,Benign,0
259,TCP,HTTP,1554,12405,11,53874.95,42.45,1,11,1,0,0,0.94,0.116,27,57,0.003,0.002,Benign,0
6818,TCP,FTP,485,516,21,146.82,3.08,2,19,1,1,3,0.994,0.012,42,12,0.091,0.597,BruteForce,1
1136,TCP,HTTPS,822,46486,32,41640.7,28.17,1,32,2,0,0,0.91,0.001,26,83,0.021,0.026,Benign,0
3481,TCP,TELNET,701,446,36,329.49,10.34,2,34,1,3,10,0.861,0.03,72,26,0.011,0.485,BruteForce,1
987,TCP,HTTPS,355,569,42,936.08,42.55,1,42,1,0,0,0.899,0.092,36,43,0.024,0.012,Benign,0
4163,TCP,SSH,306,734,30,249.81,7.21,5,25,1,3,10,0.902,0.016,43,9,0.209,0.481,BruteForce,1
559,ICMP,HTTPS,2016,2108,25,7376.14,44.71,1,25,2,0,0,0.811,0.086,27,74,0.037,0.028,Benign,0
1081,TCP,SSH,465,1278,14,1612.25,12.95,1,14,1,1,0,0.979,0.012,27,53,0.039,0.032,Benign,0
38,TCP,OTHER,65,0,3,1706.04,78.74,3,0,0,0,0,0.037,0.88,208,12,0.55,0.427,PortScan,1
902,TCP,HTTPS,3652,28934,35,36122.38,38.8,1,35,2,0,0,0.768,0.052,39,45,0.021,0.006,Benign,0
572,TCP,HTTPS,2524,4385,36,12076.56,62.93,1,36,1,1,0,0.939,0.102,44,86,0.028,0.01,Benign,0
69,TCP,DNS,3856,11375,18,220419.68,260.49,1,18,1,0,0,0.881,0.127,41,75,0.034,0.006,Benign,0
307,TCP,HTTP,42519,19506,20,201970.04,65.13,1,20,1,0,0,0.992,0.068,48,78,0.029,0.037,Benign,0
13,TCP,HTTPS,105848,69,1999,8085267.18,152595.42,1563,149,0,768,0,0.873,0.011,228,186,0.94,0.133,DoS_DDoS,1
760,TCP,SMTP,1200,2265,19,4558.61,25.0,2,19,1,0,0,0.984,0.013,11,60,0.021,0.007,Benign,0
31,TCP,FTP,92,0,3,2958.2,96.46,3,0,0,0,0,0.025,0.799,248,2,0.774,0.734,PortScan,1
1190,TCP,SMTP,931,31506,24,27255.69,20.17,1,24,1,0,0,0.947,0.086,21,89,0.013,0.009,Benign,0
18,TCP,SSH,75,0,1,4143.65,55.25,1,0,0,0,0,0.093,0.948,204,12,0.877,0.358,PortScan,1
625,TCP,SMTP,443,3266,23,5933.45,36.79,1,23,1,0,0,0.849,0.13,36,92,0.03,0.034,Benign,0
361,UDP,HTTP,11132,43,199,30947.11,551.09,149,4,0,69,0,0.938,0.025,236,236,0.764,0.111,DoS_DDoS,1
6504,TCP,HTTPS,11222,32539,41,6728.22,6.3,1,41,1,0,0,0.891,0.043,29,33,0.036,0.003,Benign,0
1444,TCP,HTTPS,4641,30006,34,23992.11,23.54,2,34,1,0,0,0.811,0.126,43,70,0.031,0.0,Benign,0
4113,TCP,SSH,565,893,19,354.48,4.62,3,16,1,2,9,0.954,0.064,10,10,0.124,0.582,BruteForce,1
2400,TCP,HTTP,1613,4566,31,2574.48,12.92,1,31,1,0,0,0.863,0.127,31,49,0.044,0.006,Benign,0
405,TCP,HTTP,524,10472,33,27143.92,81.46,1,33,1,1,0,0.789,0.108,9,87,0.036,0.02,Benign,0
1157,TCP,HTTPS,1183,235,33,1225.48,28.52,1,33,1,0,0,0.755,0.098,37,68,0.027,0.02,Benign,0
6182,UDP,SSH,1437,10199,17,1882.21,2.75,1,17,1,0,0,0.903,0.065,27,91,0.026,0.039,Benign,0
429,TCP,HTTPS,4409,3660,16,18804.47,37.29,1,16,1,0,0,0.834,0.141,25,34,0.001,0.029,Benign,0
658,TCP,HTTPS,6133,703,19,10387.48,28.87,1,19,1,0,0,0.893,0.068,15,65,0.022,0.011,Benign,0
441,TCP,SMTP,1513,13595,16,34250.74,36.27,1,16,1,0,0,0.791,0.148,39,86,0.03,0.006,Benign,0
54,UDP,HTTPS,5852,75,1539,109556.38,28447.32,1176,142,0,558,0,0.927,0.079,228,151,0.839,0.094,DoS_DDoS,1
181,TCP,DNS,12776,271,1759,72043.07,9712.87,1402,168,0,206,0,0.854,0.033,183,207,0.863,0.002,DoS_DDoS,1
275,TCP,HTTPS,31128,74,220,113420.57,799.71,161,12,0,23,0,0.934,0.042,238,210,0.907,0.114,DoS_DDoS,1
